topic_name,category_name,bundle_id,year,company,industry,country
Human Rights in the Supply Chain,Supply chain and procurement practices,18443,2019,Campbell Soup Company,Processed Foods,United States
Humanitarian programs,Other,29459,2023,PT INDOFOOD SUKSES MAKMUR Tbk,Processed Foods,Indonesia
Resource Efficiency & Waste,Material use and circular economy,37682,2021,"Freshpet, Inc.",Processed Foods,United States
Science-based targets,Climate change and GHG emissions,28567,2018,The Hershey Company,Processed Foods,United States
Community and iwi relationships,Local communities and rights of indigenous peoples,46936,2022,Sanford Ltd/NZ,Processed Foods,New Zealand
Child Labor,"Human rights, child labor, forced or compulsory labor",25958,2023,Jaya Swarasa Agung TBK PT,Processed Foods,Indonesia
Fair working conditions,Employee attraction and retention,18996,2023,Bonduelle SCA,Processed Foods,France
Non-discrimination,"Diversity, equal opportunity and non-discrimination",51164,2016,Ebro Foods SA,Processed Foods,Spain
Product labeling & marketing,Responsible marketing and labeling,35764,2023,Nestlé Group,Processed Foods,Switzerland
Product Sustainability,Material use and circular economy,33737,2021,DCM Shriram Ltd.,Processed Foods,India
Waste management and circularity,Waste management,54005,2023,Nactarome,Processed Foods,Italy
Global Environment,Other,31335,2022,Kikkoman Corporation,Processed Foods,Japan
high ethical standards,Corporate governance,28738,2020,Orion Corporation,Processed Foods,Finland
Product safety,Product quality and safety,35167,2024,Vitasoy International Singapore Pte Ltd.,Processed Foods,Singapore
Maintaining a safe and secure diet,Other,27779,2024,Nichimo Co Ltd,Processed Foods,Japan
Policy contribution,Other,28191,2018,Löfbergs Lila AB,Processed Foods,Sweden
TRANSPARENCY,Corporate governance,57968,2024,Utz Brands Inc,Processed Foods,United States
Local Communities,Local communities and rights of indigenous peoples,46999,2024,Savola Group/The,Processed Foods,Saudi Arabia
Packaging,Material use and circular economy,59846,2025,Lactalis ,Processed Foods,France
Consumer law,Other,37090,2023,Grupo Arcor SA,Processed Foods,Argentina
Forest degradation,Biodiversity,52749,2023,Dr. Schär,Processed Foods,Italy
Mitigating climate change,Climate change and GHG emissions,30747,2022,COFCO Joycome Foods Limited,Processed Foods,China
Product quality,Product quality and safety,44879,2023,JG Summit Holdings Inc,Processed Foods,Philippines
Freedom of unionization,Freedom of association and collective bargaining,51164,2016,Ebro Foods SA,Processed Foods,Spain
Scope 1 and 2 emissions,Climate change and GHG emissions,57698,2024,The Hain Celestial Group Inc,Processed Foods,United States
Affected Communities,Local communities and rights of indigenous peoples,59856,2024,Ebro Foods SA,Processed Foods,Spain
Products with added value,Other,28190,2018,Lantmännen ek för,Processed Foods,Sweden
Nutritious Products,Product quality and safety,52631,2023,CSM Ingredients group,Processed Foods,Luxembourg
Circularity in Products,Material use and circular economy,33739,2024,DCM Shriram Ltd.,Processed Foods,India
Agricultural lifestyle,Other,33820,2023,"Deoleo, S.A.",Processed Foods,Spain
Anti-corruption,Anti-corruption,18726,2022,"General Mills, Inc.",Processed Foods,United States
Animal welfare,Animal welfare & testing,28568,2019,The Hershey Company,Processed Foods,United States
Product Responsibility,Product quality and safety,35059,2021,GloryBee Inc,Processed Foods,United States
Climate change,Climate change and GHG emissions,33304,2023,Thai Union Group PCL,Processed Foods,Thailand
Employment,Employee attraction and retention,51998,2023,Aspire Bakeries,Processed Foods,United States
Innovation,Innovation and R&D,45988,2022,Nestle Malaysia Bhd,Processed Foods,Malaysia
Emissions and climate change,Climate change and GHG emissions,51164,2016,Ebro Foods SA,Processed Foods,Spain
Access & affordability,Access & affordability,35764,2023,Nestlé Group,Processed Foods,Switzerland
Responsible business partner,Other,36230,2023,Lantmännen ek för,Processed Foods,Sweden
Sustainable palm oil,Supply chain and procurement practices,23929,2021,Calbee Inc,Processed Foods,Japan
Social distancing measures,Other,33524,2023,Old Chang Kee Ltd.,Processed Foods,Singapore
Human capital,Corporate governance,32251,2019,Bakkafrost P/F,Processed Foods,Faroe Islands
contribute toward a circular economy,Material use and circular economy,60220,2025,Kyokuyo Co Ltd,Processed Foods,Japan
Water Stewardship,Water management,24132,2023,B&G Foods Inc,Processed Foods,United States
Employee Training and Talent Development,"Training, education and development",26446,2023,Kervan Gida Sanayi Ve Ticaret AS,Processed Foods,Turkiye
Profitable market growth,Economic performance,37280,2024,Grupo Herdez SAB de CV,Processed Foods,Mexico
Nature loss,Biodiversity,45389,2024,Lippo Ltd,Processed Foods,"Hong Kong SAR, China"
Own workforce,Employee attraction and retention,36204,2024,Cloetta AB,Processed Foods,Sweden
Water Use & Management,Water management,21855,2022,"Freshpet, Inc.",Processed Foods,United States
Diversity and Equal opportunities,"Diversity, equal opportunity and non-discrimination",36370,2022,Pivovary Staropramen s.r.o.,Processed Foods,Czechia
carbon emissions,Climate change and GHG emissions,58046,2024,Tiger Brands Ltd,Processed Foods,South Africa
Corporate governance,Corporate governance,36572,2023,DelMonte,Processed Foods,United States
Governance and community engagement,Corporate governance,42982,2023,Compound Natural Foods Inc,Processed Foods,United States
Care for Health and Safety,Occupational health and safety,40245,2022,Uni-President Enterprises Corp,Processed Foods,Taiwan
Social and environmental performance,Environmental management,19783,2023,Kerry Group PLC,Processed Foods,Ireland
Occupational safety and health,Occupational health and safety,40247,2024,Uni-President Enterprises Corp,Processed Foods,Taiwan
Occupational Health,Occupational health and safety,43048,2022,Country Foods Ltd,Processed Foods,South Africa
Human Rights Assessment,"Human rights, child labor, forced or compulsory labor",34765,2021,Thai President Foods Public Company Limited.,Processed Foods,Thailand
Preferential procurement,Supply chain and procurement practices,23262,2022,Tiger Brands Ltd,Processed Foods,South Africa
Responsible resourcing,Supply chain and procurement practices,39902,2022,Vandemoortele NV,Processed Foods,Belgium
Water efficiency,Water management,57627,2024,Jungbunzlauer Suisse AG,Processed Foods,Switzerland
Responsible water and wastewater management,Water management,52068,2022,Baby Food Factory (BFF),Processed Foods,Serbia
Supplier Environmental and Social Assessment,Corporate governance,31441,2021,Monde Nissin Corporation,Processed Foods,Philippines
Anti-corruption,Anti-corruption,52068,2022,Baby Food Factory (BFF),Processed Foods,Serbia
Community investment,Local communities and rights of indigenous peoples,43856,2024,Four Seas Mercantile Holdings Ltd,Processed Foods,"Hong Kong SAR, China"
Compliance with Laws,Compliance with laws and regulations,34765,2021,Thai President Foods Public Company Limited.,Processed Foods,Thailand
Health & Nutrition,Other,50172,2024,Greenyard NV,Processed Foods,Belgium
Sustainable suppiy chain,Supply chain and procurement practices,40247,2024,Uni-President Enterprises Corp,Processed Foods,Taiwan
Innovation and Research,Innovation and R&D,53610,2023,Kasih Food Production Company,Processed Foods,Jordan
Safety and traceability,Occupational health and safety,24816,2023,Newlat Food SpA,Processed Foods,Italy
Local communities,Local communities and rights of indigenous peoples,31212,2021,Guan Chong Berhad (GCB),Processed Foods,Malaysia
Occupational Health and Safety,Occupational health and safety,33034,2020,Emmi AG,Processed Foods,Switzerland
Climate change,Climate change and GHG emissions,25470,2020,Uni-President Enterprises Corp,Processed Foods,Taiwan
livelihood opportunities,Local communities and rights of indigenous peoples,51258,2024,Monde Nissin Corporation,Processed Foods,Philippines
Efficient use of resources,Material use and circular economy,45991,2022,Nestle Nigeria PLC,Processed Foods,Nigeria
environmental compliance,Compliance with laws and regulations,18282,2022,Associated British Foods PLC,Processed Foods,United Kingdom
climate change,Climate change and GHG emissions,28901,2023,Nissui Corp,Processed Foods,Japan
Carbon emissions reduction,Climate change and GHG emissions,59847,2025,Barilla,Processed Foods,Italy
consumers and end users,Other,60450,2025,Unity Foods Ltd,Processed Foods,Pakistan
Energy usage efficiency,Energy,42482,2023,Campina Ice Cream Industry P,Processed Foods,Indonesia
source sustainably,Material use and circular economy,35161,2023,BEENZ LIMITED,Processed Foods,New Zealand
Diversity ratios,"Diversity, equal opportunity and non-discrimination",35443,2024,Eggriculture Foods Ltd,Processed Foods,Singapore
medium- to long-term growth,Economic performance,51327,2022,Kameda Seika Co Ltd,Processed Foods,Japan
Better operations,Economic performance,31813,2020,Nomad Foods Limited,Processed Foods,United Kingdom
Social and Economic Compliance,Other,48335,2023,Want Want China Holdings Ltd,Processed Foods,China
Discharge of emissions,Air pollution,43021,2021,Convenience Foods Lanka PLC,Processed Foods,Sri Lanka
human capital,Corporate governance,29087,2022,Kraft Heinz Co,Processed Foods,United States
Competition law awareness,Anti-competitive behavior,27340,2023,Famous Brands Ltd,Processed Foods,South Africa
Employee engagement,Employee attraction and retention,28568,2019,The Hershey Company,Processed Foods,United States
Water Quality,Water management,20650,2021,"Post Holdings, Inc.",Processed Foods,United States
Local Sourcing,Supply chain and procurement practices,31441,2021,Monde Nissin Corporation,Processed Foods,Philippines
Financial performance,Economic performance,22562,2023,Britannia Industries Ltd,Processed Foods,India
Pricing and quality,Economic performance,31213,2022,Guan Chong Berhad (GCB),Processed Foods,Malaysia
sustainable farming practices,Environmental management,27338,2021,Famous Brands Ltd,Processed Foods,South Africa
Sustainable Agriculture,Environmental management,18443,2019,Campbell Soup Company,Processed Foods,United States
Energy consumption,Energy,57804,2024,Chocoladefabriken Lindt & Spruengli AG,Processed Foods,Switzerland
Innovation & Technology,Innovation and R&D,29088,2023,Kraft Heinz Co,Processed Foods,United States
Injury prevention,Occupational health and safety,20638,2019,Orkla ASA,Processed Foods,Norway
environment health and public safety,Other,23248,2021,AVI Ltd,Processed Foods,South Africa
Socioeconomic Compliance,Other,40337,2021,Oriental Food Industries Holdings BHD,Processed Foods,Malaysia
Employment and labor practices,"Human rights, child labor, forced or compulsory labor",44915,2022,Jiujiuwang Food International Ltd,Processed Foods,China
Supporting entrepreneurship,Innovation and R&D,28642,2023,Premium Brands Holdings Corporation,Processed Foods,Canada
Sustainable Management,Environmental management,57766,2024,Grupo Arcor SA,Processed Foods,Argentina
Food Waste,Waste management,22562,2023,Britannia Industries Ltd,Processed Foods,India
"Safety, security, health and environment",Occupational health and safety,23262,2022,Tiger Brands Ltd,Processed Foods,South Africa
Water Stewardship,Water management,28540,2022,"Herbalife International, Inc.",Processed Foods,United States
Depth of customer service training,"Training, education and development",33524,2023,Old Chang Kee Ltd.,Processed Foods,Singapore
emissions accounting,Climate change and GHG emissions,35165,2022,Vitasoy International Singapore Pte Ltd.,Processed Foods,Singapore
ending deforestation,Biodiversity,52122,2023,Baronie,Processed Foods,Belgium
Sustainable sourcing,Supply chain and procurement practices,31336,2023,Kikkoman Corporation,Processed Foods,Japan
bargaining agreements,Freedom of association and collective bargaining,38420,2023,Austevoll Seafood ASA,Processed Foods,Norway
Efficient use of resources,Material use and circular economy,27781,2024,Riken Vitamin Co Ltd,Processed Foods,Japan
Stable financial performance,Economic performance,37781,2021,Samyang Corp,Processed Foods,"Korea, Rep."
vulnerable groups,Other,40246,2023,Uni-President Enterprises Corp,Processed Foods,Taiwan
Human rights advocacy,"Human rights, child labor, forced or compulsory labor",37276,2023,Gruma SAB de CV,Processed Foods,Mexico
food security,Other,23263,2023,Tiger Brands Ltd,Processed Foods,South Africa
Hazard identification and risk management,Risk management,46410,2023,Penguen Gida Sanayii AS,Processed Foods,Turkiye
Fair working environments,Employee attraction and retention,18274,2019,Associated British Foods PLC,Processed Foods,United Kingdom
Waste,Waste management,28449,2020,Campbell's,Processed Foods,United States
Sustainable supply chain,Supply chain and procurement practices,27784,2021,Kyokuyo Co Ltd,Processed Foods,Japan
Corporate governance,Corporate governance,43852,2022,Foshan Haitian Flavouring & Food Co Ltd,Processed Foods,China
